rating,label,Romanized Review
5,1,"yasa book sundara vivaraNale ma pUrNa rUpamA chakka pareko chu. yedi sabai mahAna sAhityaharUko prakAshanamA ajhai pani yastai herachaha ra dhyAna diiyo bhane Hamile pahile jastai dherai mAnisaharUle paDhne sammannu pAunechan bhanne kurA Hamile pAuna sakchauM. ma chahanchu ki mero pustaklayako pratyek pustak yastai gunastar ko hos. book review sandarbhamA... ThIka cha, yo larDa apha da ri~Nsa ho. yesko bAremA maile dherai bhannu pardaina."
5,0,"dherai sundara ra sundara. maile yo merI ChorIlAI die.N ra unlai yo mannu paryo. Ramro jholA! dherai Ramro. maile yo mero ChorAko lagi kineko thie.N, usalAI mannu parcha."
5,1,euta Ramro kathako lagi Ramro DVD seTa. bharkharai yasalAI puna: milAuna suru bhayo!
3,1,ChiTo DhuvAnI garna Ramro nirdeshanaharU sthApanA garna Avashyaka cha. mero ilekTroniksale yo pattA lagAuna sakdaina tyasaile yo baksamA basiraheko cha.
5,1,"nayA.N pustak bAhira Aeko hunAle, tesro paTaka puna: paDhera sakeM. maile mero mUla samIkShA Update garne vichara gare. dherai paTaka puna: padhna lAyaka kunai pani pustak pA.Ncha tArA review lAyaka huncha."
4,1,"yo jammA garna garo thiyo (klipaharUlAI tAraharUmA jabarajastI joDna baliyo auMlAharU chahincha), tara yo dherai lAyaka cha! ek sAthIle malai yo upahar rUpamA kine, ra shelphaharU anya kalama bhanda dherai ThUlA chan ki masanga pUrNa AkArako birAloko oChyAnaharU sajilaisanga phiTa hunchan. vAstavamA, yo mero baiThaka kothama jammA gareko cha ra antima birAloko rUkhako rUpamA sa~nchalana huncha. mero pratyek shelphamA euta birAloko oChyAna cha ra tala 2 vaTA, ra birAlAharUle svechchale tyahA.N dherai samaya bitAu.Nchan. ma mAthi jhunDyAune birAloko khelaunAharU joDne sochamA chu tAki tinIharU tyahA.N pani khelna sakUn, tara yo lAunjamA mAnisako CheumA bAhek unIharUko mannuparne sutne ThAu.N baneko cha. masanga 7 vaTA birAlAharU chan ra ma gambhIratApUrvaka dosro line vichara garnechu, tAki jaba ma yahA.N karla garna yahA.N chaina taba tinIharU sabai ekm sutna sakUn. eutako tala liTarabaksaharU rAkhne vichara pani gardai ... prayogalAI protsAhana garna sakcha.

klipaharU mUla nirdeshanaharU ra DhuvAnI bIcha parivartana garek thie, klipaharU sahitako jholAmA adyAvadhika nirdeshanaharU thie, tinIharU bujhna garo thienan, tara tini haru lai ThAu.NmA klika garna mero auMlAharUle kehi gambhIra Tarka lie. ra, jaba tinIharU CheumA ramro sanga kam garchan, mAthi joDnako lagi tinIharU ali shaMkAspada dekhinchan. ma yasalAI kaDA banAuna maddata garna nAyalana slipa TAIharU prayoga gardaichu kinabhane masanga birAlAharU chan jasale yesko bAhirI bhAga mApana garna ra mAthi basna mannu parAu.Nchan - ma tyahA.N gharapAluvA janAvarako oChyAna pani rAkhna sakchu ra merA 2 gambhIra ArohIharUko lagi ThAu.NmA bA.Ndhna sakchu.

ke ma yo piMjarA siphArisa garchu? ho, yedi tinIharUle seto piMjarAlAI sTakam phirtA lyAu.Nchan bhane ma AphaiMle prayoga garne birAloko rUkha ko lagi arko piMjarA pani kinna sakchu - baiThaka kothama piMjarAharU ThyAkkai uchcha DijAina chainan - ma chahanchu ki tinIharU kamtimA milos."
4,1,"setup garna ali prAvidhika cha ra ma prAvidhika manche thandachu.N, tara tinIharUle kam garchan ra ghara varipari bhaek koThAkA hiTaraharUko lagi Ramro kam garchan. hAmI gharamA vA kothama nabhaeko belA dherai samayasamma chalAirahek thiyauM tyasaile paisA bachata huncha. aba malai tinIharUko bAremA chintA linu pardaina."
5,0,mero kukuralAI yI mannu parcha! ma yI chiso mausamamA pAine parikArako vikalpako rUpamA prayoga garchu.
5,1,maile yasalAI 5 tArA die.N kinabhane maile yasalAI mannu parAe.N! malai duHkha lAgcha ki yo samApta bhayo ra AshA cha ki thapa lekhinecha. Sayad sAno liyona baDhna sakcha? malai thAhA chaina. ma kevala kyArekTaraharUsanga premma pareM ra pUrNa rUpamA liyonsalAI dherai alphA ra surakShAtmaka charitra mannu pare.
4,1,"Thika cha. ma prema upanyAsa paDhdA vartamannu vAstavikatAbATa bhAgna khojchu tyasaile ma yasa lekhakako spaShTa agADiko TippaNIko kadara garchu. uhA.Nle Ramro lekhnuhuncha. ahile mero lagi yo Ramro hoina, tara ma yasa lekhakakA kRRitiharU pheri kinnechu. yadyapi, mero muDa yasa vidhAko lagi upayukta cha bhanI sunishchita garna ma abadekhi uhA.NkA sallAhaharU pAlanA garnechu."
5,1,"ma yo utpadan ajha dherai arDara garnechu. yo sAnA kukuraharUlAI dina paryApta sAno cha, (jyAka rasela) tara ek gilAsa bhanda badi huna paryApta thulo cha."
5,0,vishrAma linu ra pAThakalAI kasarI agADi baDhcha bhanera thAhA dinu Ramro kam ho. ma yasa shRRi~NkhalAko arko pustak padhna utsuka chu. dherai seksI ra romanchak paThana. pAtraharU ramro sanga vikasita chan ra kathanaka ramro sanga lekhieko cha. ma yo sabailAI siphArisa garnechu. maile ARC prapta gare.
5,0,mero sa~Ngrahako lagi euta klAsika. utkRRiShTa chalachitra. yasalAI atyadhika siphArisa garchu.
5,1,ghara bAhira ghumnako lagi kineko thie.N tara birAlolAI yo yati mannu parcha ki unI dinabhari yasamA sutChin.
5,0,yasa jastA kehi utkRRiShTa punarmilanaharU. chalachitra Ramro cha. mannu paryo! dherai Ramro. malai yo chalachitra mannu parcha! ma Tremako thulo prashaMsaka hu.N. pAtraharU bIchako kemisTrI utkRRiShTa cha ra yo chalachitra mArshala ArTakA kunai pani prashaMsakakA lagi avashya herna lAyaka cha. Trema mannu parAune jo kohIlAI pani ma yo chalachitra siphArisa garchu. malai chalchitra ko antyako bAremA thAhA thiena. Trema mannu parAune jo kohIlAI pani ma yo chalachitra siphArisa garchu. utkRRiShTa. malai yo chalachitra mannu paryo. malai pAtraharU mannu parcha ra abhinaya dherai Ramro cha. katha dherai rochaka ra rochaka thiyo. ma yo chalachitra sabailAI siphArisa garchu.
5,1,"ma bhannai parcha ki malai kitAba mannu paryo. surumA yo haMgara gemsa jasto lagyo tara tyo cha.NDai bityo. ra malai yo aShTreliyAmA AdhArita tathya mannu paryo. tara ma amerikam bhaekole shabdaharU khojnu paryo ra tI bujhina tara malai kehi nayA.N sikna mannu parcha.

ma dherai bhandina kinaki ma spoilara gardina. tara kalpanA garnuhos ki yedi sarakAraharUle kehi visheShatAharUlAI mAnisaharUko nayA.N prajAtimA prajanana garna chahanchan. ra Ramro guNaharU hoina ra tyahA.N tapAIMsanga kathako AdhAra cha. dherai Ramro kam gardacha.

tapAIMsanga mannuparne pAtraharU hunechan tara dherai tapAIMle ghRRiNA garnuhunecha. mAnisaharU ra ThAu.NharUko Ramro mishraNa mAtra.

ma AshA garchu ki arko pustak dherai lAmo parkhAiko chaina. aba ke huncha jAnna chahanchu. tyasaile yasalAI kinnuhos, suru garnuhos ra ek kapa chiyA linuhos."
4,0,"yo nishulka kinDala pustakm maile kunai pani pustakm bheTeko sabaibhanda mahatwopurna jAnakArIharU samAvesha chan.

malai yo pustaksanga dherai ramAilo bhayo ra ma yasa lekhakabATa thapa padhna pakkai pani utsuka chu.

maile imannudAra review lagi yo book pratilipi prapta gare. ma pustak padhna utsuka thie.N, tara antima bhAga yati dohorine thiyo ki ma pustakm pravesha garna sakina. ma khusi chu ki maile gare. maile yo book Ananda uThAe.N. malai mannu paryo ki nAyikA kasarI ek baliyo nAyikA ho jo baliyo cha. malai mannu paryo ki unI kasarI pIDA ra pIDAsanga laDna sakShama bhain. malai pAtraharUle antarakriyA garne tarikA sanchai mannu paryo. malai mannu paryo ki nAyakale kasarI thulo jimmevArI line sAhasa garyo. yo ek pyAro paDhAi thiyo. ma yasalAI siphArisa garnechu. yo dherai TvisTa ra moDaharU bhaeko Ramro katha ho. ma yo pustak jo kohIlAI siphArisa garnechu. malai sanchai pustak mannu paryo. yo ChiTo paDhne thiyo. malai mannu paryo ki lekhakale malai mAtra AkarShita garenan. ma dherai AkarShita bhae.N"
5,1,"malai lanDana yatra garne kohIle yo mero lagi phirtA lyAunu paryo, ra yo dherai mulyavAna cha!! yedi tapAIM vij~nAna samAchara bujhnako lagi pIDArahita (ra ramAilo) parichaya chahanuhuncha bhane, yo prapta garne ThAu.N ho.

DA. golDekrale belAyatamA lekhirahek huna sakchan, tara unale bhanek sabai kurA yasa deshamA vij~nAna ra auShadhi riporTa garne tarikAsanga sAndarbhika chan. auShadhi kampanIharUle ke lukAirahek chan? svAsthya sambandhI samAcharako pachaDi tapAIMko lagi Ramro/naRamro ke cha? vaikalpika auShadhi ra bhiTAminako bAremA ke ho? ma kasarI Aphno lagi pramannuko nyAya garna sakchu? tapAIM yo pAtalo khaNDabATa dherai kurA sikna saknuhuncha.

yasalAI prapta garne tarikA khojnuhos!"
5,0,"sabai svayaMsevaka senAko sAtha, yo ek rochaka ra ramAilo paThana thiyo.

lekhakasanga ek vishiShTa sainya avasthAko chitraNa garne tarikA cha, ra yasa book AvaraNa ali bhrAmaka cha. yo spaShTa cha ki lekhaka ek nAgarikako rUpamA lekhdai hunuhuncha, ra senA ek sainya saMgaThana hoina. malai lAgcha yo ek sainya-vishiShTa dRRiShTikoNa ho, kinaki senA ek sainya saMgaThana hoina. sainya saMgaThana ek chuTTai saMsthA ho, ra yo ke gariraheko cha ra yo kasarI gariraheko cha bhanne kurAmA dherai chaso rAkhdaina. senA ra nAgarika bIcha kunai pratyakSha sambandha chaina, ra pustak prAyaH nAgarikaprati senAko dRRiShTikoNako bAremA ho.

malai yo pustak rochaka lagyo, tara malai yo dherai lAmo ra bhrAmaka lagyo. yo tyati ramro sanga lekhieko thiena jati"
5,1,"samayamai Aipugyo ra vij~nApanako rUpamA. goMdale bharnuhos, sajilaisanga kammA rola garnuhos, sajilaisanga safa garnuhos. khusi hunuhos kinaki yo rolara dherai Ramro kam gardacha."
5,0,yo shRRi~NkhalAmA esI kyATako pA.NchauM pustak ho ra yo shRRi~NkhalAmA euta Ramro thapa ho. kathale jahAjakA chalaka dalalAI paChyAu.Ncha kinaki unIharUle arko jahAjakA chalaka dalalAI chinchan. tinIharU sabai Dubeko jahAjakA chalaka dalakA sadasyaharU hun.
1,0,"yo mero pahilo heDaphona ho, ra ma tinIharUsanga dherai khusi chu. tinIharU dherai ArAmadAyI chan ra Ramro suninchan. kAna kushanaharU dherai ArAmadAyI chan ra dhvani dherai spaShTa cha. tinIharU ArAmadAyI chan ra Ramro suninchan. AkAra uttama cha ra bholyuma stara dherai Ramro cha. mukhya kurA ke ho bhane heDaphonaharU utkRRiShTa mulyakA chan ra tinIharU dherai Ramro chan. Ramro dhvani guNastara bhaeko dhvani bAra khojne jo kohIlAI pani ma tini haru lai siphArisa garnechu. maile yo mero iMac pratisthApana garna pAeko chu, tara malai yasamA samasyaharU chan, agADi ra pachaDikA porTaharU mAtra hoina, tara kiborDa pani. yo ek varShabhanda badi samayadekhi nirdoSha rUpamA kam gariraheko cha, ra maile yasalAI mero iPod Touch mA TAipa garna ra mero Kindle Fire mA TAipa garna prayoga gareko chu. maile yo sabaibhanda Ramro dekhine kiborDa hoina yAda gareko chu, tara malai yasamA kunai samasya bhaeko chaina. masanga kehi mahina dekhi kiborDa cha ra yo ajhai pani ramro sanga kam gardacha. malai thAhA chaina ki kiborDamA kina samasyaharU chan, tara yo"
1,1,"yedi kunai kitAbako suruvAtamA ashlIla bhasa, visheSha garI GD, lekhieko cha bhane, ma tyasalAI nirantara paDhne chaina. maile kehi pRRiShTha mAtra paDhe.N ra mero TyAbleTabATa meTAe.N."
5,1,"ma yo chinha pAu.NdA dherai khusi chu! malai bAklo katha ra utkRRiShTa akShara mannu parcha. avashya pani, ma sAno kAlo chihuAhuAlAI pUrNa rUpamA mAyA garchu! mero Mojito Thosa kAlo thiyo. masanga pahile nai ek sAthI cha jo sadhaiM Dhokam DhakaDhaka nagarIkana ubhincha, tyasaile usale yo chinha dekhepaChi mAtra mannu parAunecha."
3,1,"chalachitraharUko mulya Ramro thiyo, tara baksako Tikaupana bhayAnaka cha. bhitrakA mAunTaharU bhA.Nchiek ra khukulo thie."
4,1,tara kShaNaharUmA mAtra. tyahA.N ek AkarShaka katha pani thiyo - kShaNaharUmA. dui pharaka dRRiShTikoNabATa vivAhamA bhaek ghaTanAharUko yo katha asamannu rUpamA lekhieko cha. tapAi.N suruko rekhAbATa lekhanalAI bevAstA garna ichchuka hunupardacha; pahilo tara Sayad antima apUrNa vAkya. ra Cormac McCarthy unI hoinan.
2,0,shRRi~NkhalAko tesro pustaksangai DarTI DiDsale kehi pRRiShTha mAtra thapcha. yo paDhnuaghi ma bhAga 2 pAune AshAmA thie.N tara pahilo bhAga ali boriMga thiyo. lekhakale malai mero siTako CheumA rAkhe. malai unakA pAtraharU ra book pravAha mannu parcha. nAyikAle kasarI baliyo puruSha netRRitvako sAtha vishvAsayogya katha lekhna sakShama bhain bhanne kurA malai mannu paryo.
4,1,"Ramro choto katha. tapAIMlAI euta rochaka joDIsanga joDcha, nayA.N pAtraharUko DhokA kholcha. bidAko samayamA Aune purAno yAda ra mishrita bhAvanAharUko anubhava gardai."
5,0,"byATrI lAipha Ramro cha, yasale dui ghaNTAmA kyAmerA charja garcha.

eutai mAtra nakaratmak pakSha bhaneko yesko dAyarA sImita hunu ho. yedi tapAIMle dherai samaya linubhayo bhane kyAmerA dherai hallAuna sakcha.

malai mannu parne eutai kurA yo ho ki yo halukA ra kampyAkTa cha. yedi tapAIMsanga thulo kyAmerA cha bhane,"
4,1,"ma hu Dana iTsa biralai paDhchu, tara yo euta apavAda thiyo juna maile mero ChorA ra ChorIko siphArisamA paDheko thie.N. malai mukhya pAtra lisbetha mannu paryo. unI dherai advitIya thiin. hatyA kasako ho bhanera maile pattA lagAuna sakina juna mero lagi Ramro rahasya banAu.Ncha. ma sAmAnyatayA anumannu garna sakchu. maile pahile nai yo pustak arUlAI siphArisa gareko chu. maile pahile film here.N juna kramamA agADi baDhnuparcha."
5,0,yo anDaralemenTa sabai bhanda Ramro cha.  malai yo battIko rUpa ra anubhUti mannu parcha.  yasamA Ramro sparsha cha.  DijAina Thosa cha ra prayoga garna sajilo cha.
2,1,"dherai sastomA banayeko, prayoga garna garo, tI madhye kehile ramro sanga kam garenan. malai lAgcha mulyako hisAbale maile dherai AshA garnu hu.Ndainathyo."
5,1,maile yo kinnuko kAraNa kolyApsibala r{}yAka rAkhnu thiena tara maile yo upayogI pAeko chu. Ramro ra gahiro cha ra yasamA prashasta bhandaraNa garna sakincha tyasaile yo sanchai gahiro cha kinaki yasale anya r{}yAkaharU bhanda kam ThAu.N lincha. dherai baliyo ra yasamA dherai gahrauM vastuharU bhae pani yo sArna dherai sajilo thiyo. atyadhika siphArisa garincha.
4,1,"maile yo Citikitty mA rojeko chu kinabhane tapAIM ek kadama pachaDi jAna saknuhuncha ra maile paDheM ki yo moTo birAloharUko lagi adhika sthira cha. mero birAlo lagabhaga 7 barsa ko cha, 25 Lbs. mero birAlo yo dherai cha.NDai lieko cha.

ma yasalAI pUrNa rUpamA siphArisa gardachu.

pro:
1. baliyo, phiTa hunuparcha vA yasalAI kunai pani shauchalaya phiTa banAuna sakShama hunuparcha.
2. kunai pani maddata ra sujhAvaharUko lagi yasa utpadanko lagi utkRRiShTa phoramaharU chan.

vipakSha:
1. DijAina thorai Ramro huna sakcha.
  -yedi tapAIko birAlole kahilekhI.N seto bhAga ra raMgIna ghusAiko bIchamA pisAba garna sakcha. pisAba shauchalayamA Tapakinecha. ma vyaktigata rUpamA Sampurna chIjaharU gharabATa bAhira jAnchu ra nalIle safa spre garchu. thopAharU samAtna maile yesko muni kehi rAkhnu parcha. thulo samasya hoina tara yasalAI Ramro utpadan banAunako lagi phiksa DijAina garna sajilo hunecha."
4,0,"TI. Ara. kolTanako lAinsa ina da syAnDa shRRi~NkhalAkA prashaMsakaharUkA lagi padhnai parne pustak ho. jesikA sAvayarako samIkShA

maile lekhakabATa imandar review badalAmA yo book pratilipi prapta gare. malai yo pustak ekdamai mannu paryo! malai ek sAthIle yo pustak diek thie ra ma turuntai AkarShita bhae.N. ma yasa shRRi~NkhalAko arko pustak padhna parkhana sakdina. yo pustak adbhuta thiyo!! malai pAtraharU ra katha rekhA mannu parcha. ma arko pustak padhna parkhana sakdina. ma yo pustaklAI atyadhika siphArisa garchu! ma yo shRRi~NkhalAbATa paryApta prapta garna sakina. yo pustak padhnai parne pustak thiyo. yo dherai Ramro pustak thiyo. malai yo ramAilo lagyo ra shRRi~NkhalAko bA.NkI bhAga padhna utsuka thie.N. ma yasalAI siphArisa garchu. yo dherai moDaharU bhaeko Ramro katha ho. ma yo pustak jo kohIlAI siphArisa garchu. malai sanchai pustak mannu paryo. yo ChiTo paDhne thiyo. malai mannu paryo ki lekhakale malai mAtra AkarShita garenan. ma pAtraharUprati dherai AkarShita bhae.N. ma yo pustak kasailAI siphArisa garchu. maile imandar review badalAmA yo pustak prapta gare. malai yo katha mannu paryo. yo Ramro thiyo, tara yo mero lagi mAtra thiena. ma purai shRRi~NkhalA padhna chahanthem"
5,1,pokharIko lagi kArya tathyA~NkaharU. ek utkRRiShTa vikalpa. bachchaharUle katha rekhAharU sirjana garna ra tyasapaChi tini haru lai pokharImA phyA.Nkera ra tyasapaChi tini haru lai charitramA puna: prapta garera kArya garna mannu parAu.Nchan. jIvanta kalpanAharU prayoga ra vikAsa gardai.
5,0,mero sugAlAI chIjaharU chapAuna mannu parcha ra yo pani yesko apavAda hoina. usalAI kharAnI garna mannu parcha.
3,0,maile herna thAleM kinabhane yo ek mAtra chalachitra thiyo jasamA malai ruchi thiyo ra malai dherai Ramro lagyo. maile yo hernai paryo.
5,1,sAthIbhAi ra pariwar kole mero shrImannulAI pani rAmrarI chinchan. uhA.Nsanga DuplikeTaharU thie! tinIharU dherai upayogI dekhinchan. ma silAI gardina tara malai lAgcha ki tinIharU pina suI ra Tepa mApanako lagi kam garnechan.
4,1,"ChiTo DhuvAnI, dhanyavAda!! yo pyAkejabATa chuTyAieko thiyo, Sayad yo ramro sanga TA.Nsieko thiena (plAsTika). utpadan Ramro dekhinthyo tyasaile gunAso garina.N."
4,0,"yI jastai bAhek tinIharU dAga lAgchan, ra tinIharU kammara varipari ali kasiek hunchan, tyasaile malai thAhA chaina ki tinIharU kasarI hunechan"
5,0,"ArA bleDa samAtna ali badi ThAu.N chahine jo kohIko lagi upayukta, kevala sahI koNa. maile yo Schlage 32-60-8-4 4-incha ArA badalnako lagi kineko thie.N. yo Ramro mulya ho, ra yo"
2,0,yo pustakle khAsai Ramro kam garna sakena. yo pahilo pustak jattikai Ramro thiena. malai yo pustak paDhera dherai ramAilo lagyo. yo dherai manora~njanAtmaka thiyo ra yo ramro sanga lekhieko thiyo. ma arko pustak padhna utsuka chu. lekhakale janAvaraharUko varNana ra sthAnaharUko bAremA Ramro kam garek chan. yo ramro sanga lekhieko pustak ho. janAvaraharUko bAremA padhna mannu parAune ra ramAilo garne Ramro tarikA bhaek jo kohIlAI pani ma yo pustak siphArisa garnechu. malai yo pustak padhna sanchai ramAilo lagyo.
1,0,. kitAba padhna sajilo thiyo ra ma pAtraharU ra gatishIlatA bujhna sakShama thie.N. malai pAtraharUsanga dherai ramAilo bhayo.
5,1,rela mero rugara 10/22 mA ekdamai milcha. alikati nIlo lokaTAiTa rAkhepaChi mAtra Ramro huncha. kunai samasya binA nai mero skopa mAunTa gariyo.
5,1,"hamro pahilo seTa lagabhaga 3 varSha pahile yahA.N kharida gareko thiyo, ra hAmIlAI yo mannu paryo. tara ma keTAharUlAI ali badi vividhatA dina chahantheM, tyasaile maile pAgala slAiDaharU ra ghumne chIjaharU bhaeko arko seTa kine.N.. yo bhayAnaka thiyo. yasalAI chahine mArbalaharU mannuka AkAra thienan, tyasaile tapAIMle yesko sAthamA Aeko kurA mAtra prayoga garna saknuhunthyo, ra plAsTika kamjora thiyo. maile arko seTa prayas gare, ek maha.Ngo yuropelI kampanIbATa. tyo bhayAnaka thiyo. tyasaile ma pheri yasamA pharkieko chu, ra hAmI tI sabailAI eksAtha joDera vishAla mArbala rana banAuna sakchauM. hAmI yasamA dherai ramAilo garirahek chauM. yedi tapAIM Ramro mulyamA Ramro gunastar ko mArbala rana khojdai hunuhuncha bhane, yo maile siphArisa gareko seTa ho."
5,1,yo choto ra sA.Nghuro cha. yesko chauDA kinArA AkArako lagi ali sAno cha.
3,0,yo choto ra sA.Nghuro cha. yesko chauDA kinArA AkArako lagi ali sAno cha.
5,0,"lekhakale laTarI kasale jitcha bhanera bhaviShyavANI garna saki.Ndaina bhanne tathyako bAremA Ramro kurA uThAek chan.

malai yo pustak dherai ramAilo lagyo ra ma pakkA chu ki yo padhna lAyaka hunecha. yo dherai Ramro thiyo"
5,0,"lI chailDale bulako A.NkhAmA hirkAu.Ncha ra pAThakalAI ghaTanAharUko nATakIya moDamA laijAncha.  kathale hajurabuvA, bubA, nAti ra nAtinI Ama ko katha paChyAu.Ncha.  hajurabuvA, buvA ra nAtinI Ama ko jIvanako vistRRita vivaraNa batAincha.  katha ramro sanga anusandhAna gareko cha ra kathalAI vistRRita rUpamA A.NkhAle bhanieko cha.  ma yasa pustaklAI atyadhika siphArisa gardachu. ma nirAsha bhaena.  ma sadhaiM robarTa lyA~NDanako pustakharUko prashaMsaka bhaeko chu, tara ma bAlyakAladekhi nai shRRi~NkhalAko abhAva bhaeko cha.  yo shRRi~NkhalA sadhaiM arUharU bhanda ali pharaka bhaeko cha, tara yo ajhai pani maile paDheko utkRRiShTa madhye ek ho"
1,1,"masanga yesko lAmo lambAi cha. jaba maile yasalAI kATera jA.Ncha gare, maile Ramro pannI r{}yApa (Ramro) bheTTAe.N tara achammako kurA dherai kam tAma ko breDa, juna vidyuta pravAhamA pharkane bATo ho ra TO lAI grAunDa garne ThAu.N pani pradAna gardacha. tAmA yati pAtalo ra kamjora hu.NdA saMsArakA sabai pannIle maddata gardainan. bhitrI kanDakTarako lagi pani tyastai, tArako guNastara kharAba cha ra sTryAnDaharU thorai chan. DAyalekTrika lachilo chaina ra dherai kaDA cha.

yo kam gunastar ko kebala ho. yedi tapAIMle namUnA kinnuhuncha ra kATnuhuncha bhane, tapAIMle dekhnuhunecha."
3,0,Product Ramro xa but packaging dherai naRamro. Box bigriyera aako thiyo. Careless.
5,0,<div id=video-block-R33HX2J37PXV9C class=a-section a-spacing-small a-spacing-top-mini video-block></div><input type=hidden name= value=https://images-na.ssl-images-amazon.com/images/I/81S3EpS7W6I.mp4 class=video-url><input type=hidden name= value=https://images-na.ssl-images-amazon.com/images/I/F3S5vS8NQU.png class=video-slate-img-url></nbsp;yo vidyutIya AuTaleTaharU nirmannu garnako lagi ek utkRRiShTa upakaraNa ho. maile yasalAI dherai prayoga gareko chu.
4,0,merA tInavaTA birAlAharU chan ra yo unIharUko jIvanako mahatwopurna bhAga bhaeko cha. mero euta birAlo cha jasalAI gambhIra pAchana samasyaharU hune sambhAvanA huncha. anya duilAI dherai taulako samasya bhaeko cha ra gambhIra pakhAlA lAgeko cha. ma yo utpadanbATa dherai khusi chu. ma pakkai pani pheri kinnechu. masanga jarmannu shepharDa miksa cha ra unI dherai chanauTa garne Chin.
4,1,"yedi tapAIM thokam kukura prashikShaNa pyADaharU kinna suvidhA chahanuhuncha ra Ramro mulya chahanuhuncha bhane yo ek Ramro vikalpa ho. yI vI vI brAnDa pyADaharU phora pajadvArA banAiek hun, juna kampanIle peTako ra anya ThUlA baksa sToraharUmA bechine Ramro gunastar ko pyADaharU banAu.Ncha.

yI pyADaharU 22X23 chan jasamA bAklo shoShaka shIrSha taha ra nIlo plAsTikako tallo taha cha. tinIharU dherai shoShaka chan ra gandha niyantran pradAna gardachan. tinIharU dherai ramro sanga kam garchan.

Sampurna peTsalAI DhuvAnI garna dherai samaya lAgcha. tinIharU dAbI garchan ki tinIharUko kam utpadan mulyale tini haru lai DhuvAnImA lAgata ghaTAuna Avashyaka cha. maile lagabhaga dui haptA parkhane anumannu garena ra pyADaharU sakie.

maile peTakomA ThyAkkai uhI phora paja utpadan ho bhanne socheko sAno ApUrti kineM ra yAda gare ki dherai maha.Ngo hunuko sAthai, pyADaharU sudhAriek thie. tinIharU rajAIdAra ra badi shoShaka thie. malai thAhA chaina ki peTakole utpadanko nayA.N saMskaraNa bechiraheko cha ra Sampurna peTsale purAno sUchI utkRRiShTa mulyamA bechiraheko cha vA Sampurna peTsale sasto ra kam gunastar ko saMskaraNa mAtra bechiraheko cha.

mero anubhavamA, guNastaramA bhinnatAle khAsai pharaka pArdaina. sasto pyADaharUle ramro sanga kam garchan. tinIharU chuhi.Ndainan. tinIharUle bhui.NlAI surakShita rAkhchan ra AvashyakatA paremA kukuralAI surakShita ThAu.N pradAna garchan.

mulya ra thokam kharida garne suvidhA mahatwopurna cha. yI pyADaharU ekdamai santoShajanaka chan."
5,0,siphArisa garnechu----uhA.Nko arko book pratikShAmA. malai yo pustak sanchai mannu paryo.
5,1,merA kukuraharUle krisamasamA lagAune pratIkShA garna sakdina!
5,1,kAlo ra seto bIchako khairo kShetramA avasthita brujamA dui guNDAharU lukera baseko bAremA saMshodhita film noyara gunastar ko sAtha gADhA hAsya katha jasale amerikI darshakaharUle prashaMsA garna sakne guNDAharUko imannudArIko lagi pachaDiko Drapa pradAna gardacha.
5,1,utkRRiShTa utpadanle Ramro ra ChiTo kam garcha kinaki maile yasalAI AphaiM itharaneTamA jaDAna gareko chu ra vAiphAi pani pAsa gareko chu.
5,0,malai DiTekTibha ekdamai mannu parcha ra yo film dasa varSha purAno hunecha.
5,1,"maile yo khelaunA pahilo paTaka sthAnIya phArmesImA dekheko thie.N ra yo kati Ramro cha bhanera dekhepaChi lagabhaga turuntai kineko thie.N, tara tyasapaChi maile yasalAI amejanabATa kinne nirNaya gare kinabhane yo sasto thiyo!"
3,1,dherai ghinalAgdo bhasa !! pUrA garna sakina.
5,1,merI ChorIle yo Aphno janmadinako lagi lyAin ra yo ekdamai mannu paryo! unI 2 varShakI bhain.
4,0,"yo seTa Ramro cha, tara TukrAharU ali pAtalA chan. bhittAmA rAkhieko kArDaborDako sAno TukrA cha, tara yesko tyo mAtra bhAga ho juna sanchai yesko lAyaka cha. yo Ramro mulya ho, tara yo dherai baliyo chaina. bachchaharUlAI yo khelaunA mannu parcha. tinIharUle dherai varShadekhi yasasanga kheldai Aek chan. tini haru lai AvAja ra saMgIta mannu parcha. yo prayoga garna dherai sajilo cha ra bachchaharUlAI yo mannu parcha. tini haru lai yo kathabATa baneko tathya mannu parcha. bachchaharUle yasalAI prayoga garnechan."
5,1,"ArAmadAyI, kehi haptAdekhi lagAeko chu. ekdamai milne juttA. atirikta taula chaina, atirikta sAiDavAla chaina, Tikau tara pAtalo sola. ma yesko phyAna hu.N."
4,0,"Blu-ray mA thulo ApadA chalachitra.  malai chalachitra mannu parcha.  pahilo paTaka maile yo chalachitra here,"
2,0,malai Tama vulpha mannu parcha tara yo kitAba mero lagi dherai Ramro cha. ma yasalAI siphArisa garchu. maile yo kitAba bichamA paDheM.
5,0,"yasa book sabaibhanda upayogI pakSha bhaneko ma Sampurna shRRi~NkhalA paDhnechu bhanne ho. ma yo shRRi~NkhalAlAI atyadhika siphArisa garchu. ma shRRi~NkhalAko arko book lagi tatpara chu. malai yo pustak mannu paryo. yo Ramro thiyo, tara kathamA kehi samasyaharU thie. pahilo pustak ali anumannu garna sakine thiyo, dosro ali badi rochaka thiyo. malai pahilo pustak sanchai mannu paryo, tara malai lagyo ki tyahA.N ajhai dherai kurAharU chan. lekhaka ho ki hoina bhanera bhanna dherai garo cha."
